id,name,city,street,lat,lon,latlon_precision,description,child_of,major_category,categories,citations,notes,founded,alt_address,,
482,Business Supply Co.,,,,,,"Contracted to do something at HEW by the MED's New York Office for $22,815.00",,3,,MDH B4V5P3 app. B-4,,,,,
483,Stewart-Warner Corp.,"Chicago, IL",1826 Diversey Parkway,41.933686,-87.674846,1,"Supplied heaters for automobiles at HEW for $12,815.00.",,3,equipment-HEW,MDH B4V5P3 app. B-4,"large site, has since been developed for houses..",,,,
484,Southern Iron & Equipment Company,"Atlanta, GA",Hemphill Ave & Southern Railway,33.787606,-84.408414,2,"Supplied railroad cars for HEW for $47,200. Awarded the contract for offering the lowest bid.",,3,equipment-HEW,MDH B4V5P3 app. B-4,"historic address, not the same on gmaps",,,,
485,Wesix Electric Heater Co.,,,,,,"Supplied electric heaters to HEW for $228,445.35. Was the only contractor to submit a bid for this equipment.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
486,Maxwell Petroleum Co.,,,,,,"Supplied lubricating oil for HEW for 8,904.00. Awarded the contract for offering the lowest of three bids.",,3,materials-other,MDH B4V5P3 app. B-4,,,,,
487,Munnell & Sherrill,,,,,,"Supplied work gloves to HEW for $5,026.86. Awarded the contract for promising the best delivery time.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
488,General Petroleum Corp. of California,,,,,,"Supplied lubricating oil for HEW for 8,904.00. Awarded the contract for offering the lowest of three bids.",,3,materials-other,MDH B4V5P3 app. B-4,,,,,
489,L. B. Smith Inc.,,,,,,"Contracted to remodel and reconvert construction equipment, mostly government-owned dump trucks, at HEW for $10,815.00.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
490,Utility Trailer Co.,"Los Angeles, CA",Box 1407,,,,"Supplied truck trailers to HEW for $24,432.00. Awarded the contract for offering the lowest bid and promising the best delivery speed.",,3,equipment-HEW,MDH B4V5P3 app. B-4,"address is for ""utility trailer manufacturing co."".. Not exactly sure",,,,
491,Graybar Electric Co.,,,,,,"Supplied electrical cables for HEW for $8,157.21",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
492,The Sherwin-Williams Co.,"Cleveland, OH",101 Prospect Ave,41.497265,-81.692454,2,"Supplied agricultural sprays for HEW farms for $10,229.32. Awarded the contract for offering the lowest of four bids.",,3,materials-other,MDH B4V5P3 app. B-4,,,,,
493,The Shaw Walker Co.,,,,,,"Supplied file cabinets for HEW for $15,250.00. Awarded the contract for offering the lowest of four bids.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
494,Transportation Equipment Co.,,,,,,"Supplied semi-truck trailers for HEW for $45,520.50. Awarded the contract for offering the lowest bid.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
495,Ford Motor Co.,"Dearborn, MI",3000 Schaefer Rd,42.30206,-83.165557,1,"Supplied car parts to HEW for $16,910.50.",,3,equipment-HEW,MDH B4V5P3 app. B-4,"Had about a million branches and plants… this was the headquarters I think.. Google maps says its now a big parking lot, but nearby is an absolutely gargantuan Ford complex",,,,
496,"Dulien Steel Products, Inc.","Seattle, WA",414 1st S. Main,47.600281,-122.328707,2,"Supplied trucks and trailers to HEW for $80,000.00",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
497,Chad G. Btott??,,,,,,"Provided over $70,000 of paper cups to Hanford Engineer Works.",,3,materials-other,MDH B4V5P3 app. B-4,,,,,
498,Jenkins Motor Co.,,,,,,"Supplied tractor-trucks to HEW for $20,350.00.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
499,Oscar Lucks Co.,,,,,,"Provided over $6,000 of baking equipment to Hanford Engineer Works.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
500,Bxxrd? Industrial Co.,,,,,,"Supplied work gloves to HEW for $6,922.67",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
501,Benton Rural Electric Association,,,,,,"Supplied electricity to the Columbia Prison Camp at HEW for $5,480.55. Was awarded the contract for being the only available utility serving the area.",,3,operation-service,MDH B4V5P3 app. B-4,,,,,
502,West Disinfecting Co.,,,,,,"Supplied disinfectant to HEW for $5,338.92.",,3,materials-other,MDH B4V5P3 app. B-4,,,,,
503,Standard Oil Company of California,,,,,,"Supplied fog oil for HEW for $8,353.86. Awarded the contract for offering the lowest of three bids.",,3,materials-other,MDH B4V5P3 app. B-4,,,,,
504,Pilot Butte Transit Line,,,,,,"Supplied a semi-trailer and truck to HEW for $6,567.00.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
505,Rogue Valley,,,,,,"Supplied buses and tractors to HEW for $27,860.00.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
506,J. B. Stringfellow,,,,,,"Supplied truck-tractors to HEW for $11,542.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
507,Trailer Transport,,,,,,"Transported trailer homes to HEW for $170,659.30",,3,"equipment-HEW,transport",MDH B4V5P3 app. B-4,,,,,
508,Baily H. Patterson,,,,,,"Supplied truck-tractors to HEW for $13,500.",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
509,A. A. Durand & Son,"Walla Walla, WA",,,,,"Built wells at Hanford, including a grounding well for the telephone system.",,3,construction-HEW,MDH B4V5P3 app. B-4,"wasted time writing in all these dollar amounts just to find that these guys almost all had multiple contracts, and these amounts are pointless. I HATE TYPING NUMBERS",,,,
510,Northwest Testing Labs,"Seattle, WA",,,,,Performed an analysis of the Columbia River water near HEW.,,3,consultant,MDH B4V5P3 app. B-4,,,,,
511,Myers Bros.-N. M. Bell & Sons,"Los Angeles, CA",,,,,Did excavation and road construction for HEW,,3,"construction-HEW,transport",MDH B4V5P3 app. B-4,having a hard time parsing the name,,,,
512,Sullivan Valve and Engineering Co.,"Butte, MT",56 West Quartz St,46.015103,-112.537616,2,Provide boilers for the HEW camp area.,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
513,H. W. Dunham Labs,"Seattle, WA",,,,,Did construction materials sampling and testing at HEW,,3,"materials-other,consultant",MDH B4V5P3 app. B-4,,,,,
514,W. T. Batcheller,"Seattle, WA",,,,,"""Expedite Design and Procurement (Engineering Services)"" at HEW",,3,,MDH B4V5P3 app. B-4,,,,,
515,Curtis Gravel Co.,"Spokane, WA",,,,,"""Furnishing of Aggr."" at HEW.",,3,,MDH B4V5P3 app. B-4,,,,,
516,Charles R. Brewer & Co.,"Seattle, WA",114 Virginia St.,47.611714,-122.342398,2,Did insulation work at HEW.,,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
517,American Pipe & Construction Co.,"South Gate, CA",4635 Firestone Blvd,33.953325,-118.186154,1,Provided reinforced concrete pipes for HEW.,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
518,Brunswick-Balke-Collender,"Chicago, IL","623-33 S, Wabash Ave",41.873675,-87.625496,2,"Sold pool, billiard, and snooker tables to HEW",,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
519,California Waterproofing Co.,"Los Angeles, CA",,,,,Added waterproofing to roofs at HEW,,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
520,McManama & Co.,"Seattle, WA",,,,,Installed boilers at HEW.,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
521,William Vail,"Portland, OR",,,,,Installed built-up roofing at HEW,,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
522,"Fentron Steel Works, Inc.","Seattle, WA",1401 W. Garfield.,47.633276,-122.375414,2,"""Service stations"" work for HEW",,3,,MDH B4V5P3 app. B-4,,,"1413 State St. Bellingham, WA (Fentron Steel Co)",,
523,Guerin Brothers,"San Francisco, CA",208 S. Linden Ave,37.642165,-122.412212,2,"Excavated, did road construction, and widen railroads at HEW.",,3,"construction-HEW,transport",MDH B4V5P3 app. B-4,,,,,
524,National Gunite Contracting Co.,"Washington, DC",,,,,"Built reservoirs, pre-stressed concrete tanks, a catch basin and settling tanks at HEW",,3,"construction-HEW,equipment-HEW",MDH B4V5P3 app. B-4,,,,,
525,G. R. Jessen & J. C. Wright,"Salt Lake City, UT",1212 South State St,40.742679,-111.888589,2,Manufactured concrete blocks and bricks for HEW,,3,materials-other,MDH B4V5P3 app. B-4,,,,,
526,Hall & Simpson,"Berkeley, CA",,,,,Transported agricultural products at HEW,,3,,MDH B4V5P3 app. B-4,mainly from the prison camp?,,,,
527,H. R. Parsons Tile Company,"Spokane, WA",,,,,Provided asphalt tile and linoleum flooring for buildings at HEW,,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
528,General Electric X-Ray Corp.,"Chicago, IL",2012 W. Jackson Blvd,41.87776,-87.677207,2,Installed x-ray equipment at HEW,153,3,equipment-HEW,MDH B4V5P3 app. B-4,formerly Victor X-Ray Corp,,,,
529,Westinghouse Electric and Manufacturing Co.,"Philadelphia, PA",,,,,Provided photofluoroscopic equipment to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
530,Chicago Bridge & Iron Co.,"Philadelphia, PA",1700 Walnut St.,39.94983,-75.169284,2,"Constructed elevated steel storage tanks and process water storage tanks at HEW. Also provided neoprene lining. Also advised Moore and Leverett on the design of the early plutonium-producing pile, namely, they recommended an external graphite shield in the shape of numerous columns to provide structural support.",,3,"consultant,equipment-HEW",MDH B4V5P3 app. B-4; Hewlett NW ch. 6 p. 178,,,"1305 N. 105th St. Chicago, IL?.. Throop & 105th St?",,
531,"Tate-Jones & Co., Inc.","Pittsburgh, PA",,,,0,Built a heat treat furnace for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
532,Rust Engineering Co.,"Pittsburgh, PA",,,,,"Built 200-foot chimneys, as well as smaller ones, for HEW",,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
533,Clinton Bridge Works,"Clinton, IA",101 S. 2nd St.,41.845536,-90.187914,2,Provided structural steel work and built a steel tower for HEW.,,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
534,Babcock and Wilcox Co.,"New York, NY",85 Liberty St.,40.709657,-74.01074,2,Built boilers for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,"different city, and co. instead of corp.. but should this go up with the first entry for this company?",,Philadelphia?,,
535,Erie City Iron Works,"Erie, PA",1422 East Ave.,42.13131,-80.059214,2,Built boilers for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,"908 City Center Building, Philadelphia, PA? address from MDH appendix.. Where orders were placed? Not necessarily where the company was located.. A lot of cases like this.. Pretty much everything from the B-4 and B-3 sheets might be similar",,
536,Alphons Custodis Chimney Construction Co.,"New York, NY",,,,,Constructed a radial brick chimney and a 200-foot concrete chimney at HEW,,3,construction-HEW,MDH B4V5P3 app. B-4,,,,,
537,W. E. Caldwell Co.,"Louisville, KY",,,,,Built elevated wooden water storage tanks for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
538,Link-Belt Co.,"Philadelphia, PA",2045 W. Hunting Park Ave.,40.011992,-75.162997,2,Built and installed coal handling systems for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
539,Stephenson-Adamson Manufacturing Co.,"Aurora, IL",Ridgeway Avenue,41.749997,-88.337117,1,Helped build coal handling systems at HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,"I'm starting to think the addresses from the MDH HEW appendix were not always the addresses of the businesses, or they were wrong frequently.","New York, NY?",,
540,Philadelphia Iron Works,"Philadelphia, PA",D St. & Erie Ave.,40.006692,-75.119319,1,Made boiler broachings for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
541,Connery Construction Co.,"Philadelphia, PA",2nd and Luzerne St.,40.010667,-75.131465,2,Built forced duct drafts for boilers at HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,guessed the corner based on the intersection.. Looked the most constructioney but not sure,,
542,Asbestos Supply Co.,"Seattle, WA",First Ave at Jackson,,,,"Provided asbestos insulation for piping, valves, and equipment at HEW",,3,materials-other,"MDH B4V5P3 app. B-3, B-4",,,321 1st Ave?  5033 1st Ave?,,
543,"Triplett & Barton, Inc.","Burbank, CA",1705 Victory Place,34.191204,-118.328578,1,Performed x-ray inspection of the composite tanks at HEW.,,3,consultant,MDH B4V5P3 app. B-4,looks like its a Jamba Juice now,,,,
544,E. F. Hauserman Co.,"Cleveland, OH",,,,,Made stainless steel enclosures for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,,,
545,Graver Tank & Manufacturing Co.,"East Chicago, IN",4809 Todd Ave,41.626226,-87.477157,2,Built condensors for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-4,,,"New York, NY? HEW appendix",,
546,DeWitt C. Griffin & Associates,"Seattle, WA",,,,,Provided engineering services for HEW.,,3,,MDH B4V5P3 app. B-3,,,,,
547,Fryer-Knowles,"Seattle, WA",,,,,Provided an acid-proof mastic finish to surfaces at HEW.,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
548,U. S. Rubber Co.,"New York, NY",1230 Sixth Ave,40.758906,-73.980817,2,Made repairs to equipment with rubber lining at HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,"Philadelphia, PA 5th and Locust St.",,
549,Pittsburgh-Des Moines Steel Co.,"Pittsburgh, PA",Neville Island P.O.,,,,Constructed a steel storage tank for HEW.,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
550,Ranney Water Collector Corp.,"Louisville, KY",,,,,Performed water investigations for HEW,,3,consultant,MDH B4V5P3 app. B-3,,,,,
551,International Water Supply,"Seattle, WA",,,,,Performed water investigations for HEW,,3,consultant,MDH B4V5P3 app. B-3,,,,,
552,Brooks Lumber Co.,"Bellingham, WA",,,,,Sold wood pipes to HEW,,3,materials-other,MDH B4V5P3 app. B-3,wood pipes?,,,,
553,Weyerhaeuser Sales Co.,"Tacoma, WA","Tacoma Building, P.O. Box 1645",,,,Sold lumber to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
554,"Dant & Russell, Inc.","Portland, OR",,,,,Sold lumber to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
555,Moore Mill & Lumber Co.,"Bandon, OR",,,,,Sold lumber to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
556,Chain Belt Co.,"Milwaukee, WI",,,,,"""pumporetos""… rotor pumps?",,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
557,Nugget Coal,"Laramie, WY",860 N. 3rd St,41.320283,-105.593307,2,Sold coal to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
558,Arizona Iron Works,"Phoenix, AZ",Box 750,,,,"""Cast iron forms""? For HEW",,3,materials-other,MDH B4V5P3 app. B-3,,,,,
559,Bunker Hill Smelter,"Kellog, ID",,,,,Sold lead to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
560,"A. B. Stoves, Inc.","Battle Creek, MI",,,,,Sold stoves to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
561,Reynolds-Updike Coal Co.,"Omaha, NE",Grain Exchange Building,,,,Sold coal to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
562,Camp Lewis Tent & Awning Co.,"Seattle, WA",1107 1st Ave,47.605593,-122.337276,2,"Sold bunks, cots, linens, and mattresses to HEW",,3,materials-other,MDH B4V5P3 app. B-3,,,,,
563,Hobbs Industries,"Seattle, WA",6901 Fox Ave,47.540563,-122.328948,2,"Sold huts, wardrobe lockers, and hutments to HEW. The company's inventive ""pacific huts"" had a semi-cylinder shape and were made of wood, conserving steel, an important wartime resource.",,3,equipment-HEW,MDH B4V5P3 app. B-3,https://www.historylink.org/File/9430,,,,
564,Whiting Corp.,"New York, NY",136 Liberty Street,40.70994,-74.012592,2,"Sold switch devices, pipes, and fittings, as well as spare vehicle parts, to HEW.",,3,equipment-HEW,MDH B4V5P3 app. B-3,,,"15700 Lathrop Ave. Harvey, IL",,
565,Roberts Filter Manufacturing,"Darby, PA",6th St. & Columbia Ave,39.917124,-75.256078,2,"Sold steel mixing chambers to HEW, and built a filtering plant at the project. The filtering plant used dual media filters, composed of anthracite and fine sand.",,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
566,Lukens Steel Co.,"Coatsville, PA",,,,,Sold stainless steel to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
567,Panellitt? Display,"Chicago, IL",,,,,"""Instrument fabrication"" for HEW",,3,equipment-HEW,MDH B4V5P3 app. B-3,Panelyte?,,,373,
568,Porcelain Metal Product Co.,"Carnegie, PA",,,,,Sold steel to HEW,,3,materials-other,MDH B4V5P3 app. B-3,"Porcelain Metals Inc, Porcelain Metals Corp.. ? Same thing?",,,,
569,Joshua Handy Iron Works,"New York, NY",,,,,Sold turbine pumps to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
570,Permutit Co.,"New York, NY",330 W. 42nd St.,40.757562,-73.991642,2,"Built a water demineralizing plant for HEW and a ""cold carbonaceous process water treating plant"" for K-25.",,3,equipment-HEW,MDH B4V5P3 app. B-3; MDH B2V3 p. 12.19,,,,,
571,Globe Steel Tubes Co.,"Philadelphia, PA",,,,,Sold stainless steel to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
573,Cochrane Corp.,"Philadelphia, PA",7th St & Allegheny Ave,40.000237,-75.14216,1,Provided decorating equipment to HEW,,3,materials-other,MDH B4V5P3 app. B-3,coordinates pointing to intersection,,,,
574,Bird Machine Co.,"South Walpole, MA",Neponset St,42.109825,-71.262464,1,Built centrifugal machines for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
575,Hunt Engineering Co.,"Pittsburgh, PA",,,,,Built a reinforced concrete chimney for HEW,,3,construction-HEW,MDH B4V5P3 app. B-3,,,,,
576,Masonite Corporation,"Chicago, IL",111 W. Washington St.,41.882928,-87.631459,2,Sold Masonite wood boards to HEW,,3,materials-other,MDH B4V5P3 app. B-3,,,,,
577,Patch-Wegener Co.,"Long Island City, NY",35-41 Eleventh St,40.761599,-73.939331,2,"""Block assemblies"" for HEW",,3,equipment-HEW,MDH B4V5P3 app. B-3,"Patch-Wegener Corp. 35-41 Eleventh St., Long Island City, NY ??.. In MDH, clearly Wagner and not Wegener, but could be typo?",,,,
578,Swind Machinery Co.,"Philadelphia, PA",1110 Widener Building,39.951112,-75.162937,2,"Provided boring, drilling, and milling machines for HEW",,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
579,Rand Machinery Co.?,"York, PA",,,,,Provided laminated block and welding assemblies for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
580,American Locomotive Works Alco Products Division,"New York, NY",30 Church St.,40.710713,-74.011037,2,Provided steel plates to HEW and manufactured carbon traps for K-25.,,3,materials-other,MDH B4V5P3 app. B-3; MDH B2V3 p. 8.41,coordinates pointing to middle of road,,,,
581,Joyce Machine Co.,"Philadelphia, PA","2080 Wheatsheaf Lane, Frankfort",40.002265,-75.093946,2,Provided steel jaws and pins to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
582,Toledo Seals Co.,"Wilmington, DE",200 W. Ninth,39.745178,-75.549981,2,Provided platform scales to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
583,Warren City Manufacturing Co.,"Warren, OH",379 Griswold St.,41.251173,-80.813821,2,"Provided laminated block assemblies, Masonite, and drills for HEW.",,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
584,Warren City Manufacturing Co.,"Chicago, IL",180 N. Michigan Ave.,41.885507,-87.624862,2,Fabricated sleeves for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
585,Belmar Corporation,"Baltimore, MD","3500 Clipper Road, Woodberry",39.332172,-76.644128,2,Made sub-block assemblies for HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,idk what a lot of these components mean,,,,
586,Lynchburg Foundry,"Lynchburg, VA",,,,0,Provided cast iron blocks to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
587,Schutte & Koerting,"Philadelphia, PA",12th & Thompson St.,39.972738,-75.155346,1,Provided steam jet syphons to HEW,,3,equipment-HEW,MDH B4V5P3 app. B-3,not sure which building at this address,,,,
588,Struthers Wells Co.,"New York, NY",30 Rockefeller Plaza,40.75902,-73.979356,2,Provided stainless steel tanks and covers to HEW.,,3,equipment-HEW,MDH B4V5P3 app. B-3,"repeat company, different address",,,,
589,Calumet and Hecla Consolidated Copper Co. Wolverine Tube Divison.,"Detroit, MI",1411 Central Ave,42.30576,-83.12145,2,"Provided pig tails to HEW and finned U-shaped tubes, a component for gas coolers, for K-25.",,3,equipment-HEW,MDH B4V5P3 app. B-3; Robinson ORS p. 82; MDH B2V3 p. 8.15,empty lot now,,,,
590,A. O. Smith,"New York, NY",166 E. 44th St.,40.752056,-73.97384,2,Provided pipes and fittings to HEW and heat exchangers for K-25.,,3,"equipment-HEW,equipment-CEW",MDH B4V5P3 app. B-3,"repeat company, different address.. https://www.cdc.gov/niosh/ocas/pdfs/misc/doefacdb090313.pdf has a different description for a 1948-1950 involvement",,,,
591,Benjamin F. Shaw Co.,"Wilmington, DE",2nd & Lombard St.,39.736779,-75.547033,2,"Built steel pipes, pipe loops, pressure headers and overflow headers for HEW, subcontracted by DuPont.",,3,equipment-HEW,MDH B4V5P3 app. B-3,,,,,
592,The Fulton Sylphon Co.,"Knoxville, TN",2400 Cumberland Ave.,35.953499,-83.939421,2,Provided bellow assemblies for HEW and K25. Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.,,3,equipment-HEW,MDH B4V5P3 app. B-3; MDH B2V3 p. 4.11,,,,,
593,Marion Machine Foundry & Supply Co.,"Marion, IN",P. O. Box 685,,,,Provided nossle assemblies for HEW.,,3,equipment-HEW,MDH B4V5P3 app. B-3,"There is a marion machine foundry in Marion, NC… did MDH get it wrong? Or is this a coincidence",,,,
594,DENTISTS!!,,,,,,,,,,MDH B1V12P1 p. 10.6; MDH B1V12P2 pp. 214-16,"I WANT TO INCLUDE THIS SOMEHOW, BUT I CAN'T FIND INDIVIDUAL DENTISTS (maybe include entry for Department of Public health), who were private practice unless a military person was being treated. They built a $96,053.16 two-story dentists office for white dentists (later renovated for an additional $11,147.69), and spent just $1,398.33 to convert a ""Victory Cottage"" -- a two-room plywood box -- as an office for a single black dentist. WTF!!!! There aren't even pictures of the worst housing type in the Appendix D, which apparently didn't have windows. The MDH says ""victory huts"" and ""victory cottages"" are not to be confused but then there is no label in the appendix. Other accounts i read online said the cafeteria was total shit.",,,,
595,Sterling Lumber Company,"Chicago, IL",,,,,"Provided a large amount of lumber for the construction of the external wood frames of early piles at the University of Chicago, including Fermi's Chicago Pile-1.",,3,materials-other,Rhodes MAB ch. 13 p. 429,,,,,
596,Goodyear Rubber Company,"Akron, OH",200 Innovation Way,41.058662,-81.477515,2,"Fulfilled an order for a giant rubber ballon, 25-feet on each side, to make CP-1 airtight.",,3,"materials-other,research-pile",Rhodes MAB ch. 13 p. 429,Not sure which was their headquarters.. They look similar and are both in Akron. Also 200 Innovation Way is definitely not the historic address,1942-08,1144 East Market Street,,
597,Radium Chemical Company,,,,,,Something to do with providing material for early Szilard experiments,,3,materials-other,Rhodes MAB ch. 10 p. 291,,,,,
598,Eldorado Radium Corporation,,,,,,"Lent roughly five hundred pounds of black uranium oxide to Szilard for free, to use in an experiment measuring neutron production. The company owned large uranium reserves near Great Bear Lake and in Northwest Canada.",,3,"materials-uranium,uranium-source",Rhodes MAB ch. 10 p. 299,reword to be less plagiarizy,,,,
599,Louisville & Nashville Railroad Company,,,,,,Transported shipments by rail to Oak Ridge.,,3,transport,MDH B1V12P2 ,,,,,
600,A. Farnell Blair,"Petersburg, VA",,,,,"Construction subcontractor for the Oak Ridge town, under Stone & Webster.",,3,construction-OR,MDH B1V12P2 ,,,,,
601,Eugene L. DeHegh,"Decatur, GA",,,,,Oak Ridge subcontractor under Roane-Anderson,,3,construction-OR,MDH B1V12P2 ,,1945-09-29,,,
602,Clinton Home Builders,"Charlotte, NC",,,,,"Construction subcontractor for the Oak Ridge town, under Stone & Webster",,3,construction-OR,MDH B1V12P2 ,,,,,
603,Ralph Rogers Company,"Nashville, TN",,,,,Subcontactor under Stone & Webster for construction of Oak Ridge town and Y-12.,,3,"construction-OR,construction-CEW",MDH B1V12P2; Robinson ORS p. 85,,,,,
604,Oak Ridge Health Asosociation,,,,,,Oak Ridge subcontractor under Roane-Anderson,,,,MDH B1V12P2 ,might have just been a department thats not worth mentioning.. But there was a separate subcontract,,,,
605,H. K. Williams Company,,,,,,Oak Ridge contractor,,3,,MDH B1V12P2 ,,,,,
606,Dave L. Brown,,,,,,Oak Ridge subcontractor under Stone & Webster,,3,,MDH B1V12P2 ,,,,,
607,Clinton Power Commission,,,,,,Oak Ridge contractor,,,operation-service,MDH B1V12P2 ,,,,,
608,Lenoir City Water and Light Department,,,,,,Oak Ridge contractor,,,operation-service,MDH B1V12P2 ,,,,,
609,Harriman Power Department,,,,,,Oak Ridge contractor,,,operation-service,MDH B1V12P2 ,,,,,
610,Fort Loudoun Electric Cooperative,,,,,,Oak Ridge contractor,,,operation-service,MDH B1V12P2 ,,,,,
611,Rock City Construction Co.,"Nashville, TN",,,,,Oak Ridge contractor for the construction of the town.,,3,construction-OR,Robinson ORS p. 62,,,,,
612,Transit-Mix Concrete Corp.,"New York, NY",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,"materials-other,construction-OR",Robinson ORS p. 85,,,,,
613,C. O. Struse & Company,"Philadelphia, PA",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,construction-OR,Robinson ORS p. 85,,,,,
614,Hanley & Company,"Chicago, IL",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,construction-OR,Robinson ORS p. 85,,,,,
615,Rockwood Sprinkler Co.,"Worcester, MA",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,construction-OR,Robinson ORS p. 85,,,,,
616,Tennessee Roofing Company,"Knoxville, TN",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,construction-OR,Robinson ORS p. 85,,,,,
617,Bristol Steel & Iron Works,"Bristol, TN",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,construction-OR,Robinson ORS p. 85,,,,,
618,"Drainage Contractors, Inc.","Detroit, MI",,,,,Oak Ridge subcontactor under Stone & Webster.,,3,construction-OR,Robinson ORS p. 85,,,,,
619,The Foundation Co.,"New York, NY",,,,,Oak Ridge steam power plant subcontractor under J. A. Jones Construction.,,3,"construction-OR,construction-CEW",Robinson ORS p. 89,,,,,
620,"Russell Chatham, Inc.","Indianapolis, IN",,,,,"Helped Leonarde Keeler administer thousands of lie detector tests on personnel at Oak Ridge, as an added security measure.",,3,operation-service,Robinson ORS p. 76; https://www.ncjrs.gov/pdffiles1/Digitization/98393NCJRS.pdf p. 10; Seagrave Lie Detectors p. 52,,1946-02,,,
621,Turner & Ross Co.,,,,,,S-50 subcontractor under H. K. Ferguson Company.,,3,,Robinson ORS p. 80,,,,,
622,National Valve Co.,"Sandusky, OH",Wayne St & Arthur St,1.439586,-82.700746,1,S-50 subcontractor under H. K. Ferguson Company.,,3,equipment-CEW,Robinson ORS p. 80,,"took a while to find location, but happy with my detective work",,,
623,Tri-State Asbestos Co.,"Evansville, IN",109 N. Fulton Ave,37.978797,-87.580864,2,"S-50 subcontractor under H. K. Ferguson Company, probably did insulation work for pipes and such.",,3,"materials-other,equipment-CEW",Robinson ORS p. 80,,,,,
624,Mehring and Hanson Co.,"Washington, DC",,,,1,"A subcontractor for S-50 under H. K. Ferguson. Along with Grinnell Co., the company manufactured a huge numbers of large, precisely identical tubes of nickel and copper.",,3,equipment-CEW,Robinson ORS p. 80; Hewlett NW ch. 9 p. 297,,,"118-120 N. Franklin St., Chicago, IL",,
